CNPJ Entidade	Nome Entidade	N˙mero ConvÍnio	”rg„o Concedente	Motivo Impedimento
08080443000141	ASSOCIACAO REGIONAL DOS TRABALHADORES E TRABALHADORAS N	577898	PRESIDENCIA DA REPUBLICA	INSTAURA«√O DE TCE
08080443000141	ASSOCIACAO REGIONAL DOS TRABALHADORES E TRABALHADORAS N	577903	PRESIDENCIA DA REPUBLICA	INSTAURA«√O DE TCE
08094318000190	INSTITUTO EDUCAR - EDUCACAO, CULTURA E MEIO AMBIENTE	580227	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECU«√O
08100754000125	ASSOCIACAO COMUNITARIA RURAL DO ALTO NOVO - ACRAN	620634	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
08105377000117	INSTITUTO ECOVIDA	716178	PRESIDENCIA DA REPUBLICA	MOTIVO N√O ESPECIFICADO
08111710000109	CENTRO INDIGENA DE ESTUDOS E PESQUISAS	704015	MINISTERIO DA CULTURA	MOTIVO N√O ESPECIFICADO
08111710000109	CENTRO INDIGENA DE ESTUDOS E PESQUISAS	717543	MINISTERIO DOS DIREITOS HUMANOS	MOTIVO N√O ESPECIFICADO
08116671000124	CENTRO CULTURAL ILE DE BAMBA	748261	MINISTERIO DO ESPORTE	MOTIVO N√O ESPECIFICADO
08116783000185	ASSOCIACAO PARA O DESENVOLVIMENTO IMOBILIARIO E TURISTI	732282	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
08140378000100	SOCIEDADE PERNAMBUCANA DE MEDICINA VETERINARIA	534258	MINISTERIO DOS DIREITOS HUMANOS	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
08140378000100	SOCIEDADE PERNAMBUCANA DE MEDICINA VETERINARIA	571782	MINISTERIO DOS DIREITOS HUMANOS	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
08146755000100	CENTRO DAS MULHERES DO CABO	521631	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
08146755000100	CENTRO DAS MULHERES DO CABO	571689	PRESIDENCIA DA REPUBLICA	INEXECU«√O DO OBJETO (TOTAL OU PARCIAL)
08146755000100	CENTRO DAS MULHERES DO CABO	637851	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
08151862000127	LIGA DE ASSISTENCIA SOCIAL DE PAU DOS FERROS	434523	MINISTERIO DA SAUDE	INSTAURA«√O DE TCE
08154359000125	ASSOCIACAO DE EXTENSAO RURAL, AMBIENTAL E SOCIAL	757940	MINISTERIO DOS DIREITOS HUMANOS	MOTIVO N√O ESPECIFICADO
08160463000122	ORGANIZACAO FEMINISTA BANDEIRA LILAS	743455	PRESIDENCIA DA REPUBLICA	MOTIVO N√O ESPECIFICADO
08172494000101	CENTRO SOCIAL E CIDADANIA	579418	MINISTERIO DA EDUCACAO	INSTAURA«√O DE TCE
08178076000113	SOCIEDADE CULTURAL PERNAMBUCO NA ESTRADA	732169	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
08195480000103	CONSELHO DE MORADORES CULTURA E EVENTOS DO BAIRRO DA LI	703704	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
08220899000160	ASSOCIACAO DOS MUNICIPIOS DO SERIDO	390295	MINISTERIO DA SAUDE	IRREGULARIDADES NA EXECU«√O
08246326000105	ASSOCIACAO DAS TRAVESTIS DO AMAZONAS - ATRAAM	595084	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
08250286000175	ASSOCIACAO DE SEPARADORES DE MATERIAL RECICLAVEL RAINHA	750786	MINISTERIO DA SAUDE	MOTIVO N√O ESPECIFICADO
08256240000163	ASSOC DE ASSIST E PROT A MATERN E A INFANCIA DE MOSSORO	416816	MINISTERIO DA SAUDE	IRREGULARIDADES NA EXECU«√O
08256240000163	ASSOC DE ASSIST E PROT A MATERN E A INFANCIA DE MOSSORO	431393	MINISTERIO DA SAUDE	IRREGULARIDADES NA EXECU«√O
08256240000163	ASSOC DE ASSIST E PROT A MATERN E A INFANCIA DE MOSSORO	431394	MINISTERIO DA SAUDE	IRREGULARIDADES NA EXECU«√O
08256240000163	ASSOC DE ASSIST E PROT A MATERN E A INFANCIA DE MOSSORO	434522	MINISTERIO DA SAUDE	INSTAURA«√O DE TCE
08256240000163	ASSOC DE ASSIST E PROT A MATERN E A INFANCIA DE MOSSORO	519501	MINISTERIO DA SAUDE	IRREGULARIDADES NA EXECU«√O
08262493000140	INSTITUTO BRASIL DE ARTE, ESPORTE, CULTURA E LAZER - IN	737450	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
08262493000140	INSTITUTO BRASIL DE ARTE, ESPORTE, CULTURA E LAZER - IN	739360	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
08262493000140	INSTITUTO BRASIL DE ARTE, ESPORTE, CULTURA E LAZER - IN	747957	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
08267532000100	ASSOCIACAO DE AMIGOS DO GREMIO RECREATIVO ESCOLA DE SAM	586519	MINISTERIO DO TURISMO	INSTAURA«√O DE TCE
08280695000114	SINDICATO DAS COOPERATIVAS DO ESTADO DO RIO GRANDE DO N	317882	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURA«√O DE TCE
08287336000199	ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS	757026	MINISTERIO DA SAUDE	MOTIVO N√O ESPECIFICADO
08304718000183	ASSOCIACAO INDIGENA DOS AGRICULTORES DA LINHA MO	743981	MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA	MOTIVO N√O ESPECIFICADO
08307907000100	ASSOCIACAO DOS PEQUENOS PRODUTORES DE LEITE DE PAUS PRE	730400	PRESIDENCIA DA REPUBLICA	MOTIVO N√O ESPECIFICADO
08316423000127	INSTITUTO BIOFILIA	725068	MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS	MOTIVO N√O ESPECIFICADO
08356864000152	INSTITUTO DE APOIO AO DESENVOLVIMENTO SOCIAL, ECONOMICO	735698	PRESIDENCIA DA REPUBLICA	MOTIVO N√O ESPECIFICADO
08366579000112	INSTITUTO CULTURAL AFRO-BRASILEIRO OLUFON DEYI	748628	MINISTERIO DOS DIREITOS HUMANOS	MOTIVO N√O ESPECIFICADO
08369193000164	GRUPO LESBICO DO ESTADO DO MARANHAO	599210	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
08394975000153	FUNDACAO APRONIANO SA	435007	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
08394975000153	FUNDACAO APRONIANO SA	456862	MINISTERIO DA SAUDE	INSCRICAO POR DECISAO DO T.C.U.
08394975000153	FUNDACAO APRONIANO SA	507346	MINISTERIO DA SAUDE	INSTAURA«√O DE TCE
08394975000153	FUNDACAO APRONIANO SA	507347	MINISTERIO DA SAUDE	IRREGULARIDADES NA EXECU«√O
08394975000153	FUNDACAO APRONIANO SA	542097	MINISTERIO DA SAUDE	INSTAURA«√O DE TCE
08428138000106	FEDERACAO DOS TRABALHADORES RURAIS AGRICULTORES E AGRIC	756007	PRESIDENCIA DA REPUBLICA	MOTIVO N√O ESPECIFICADO
08434616000182	FEDERACAO DAS ASSOCIACOES DE ASSENTADOS E AGRICULTORES	594389	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
08436467000190	CENTRO DE ESTUDOS, PROMOCAO E DESENVOLVIMENTO DE MERCAD	759512	PRESIDENCIA DA REPUBLICA	MOTIVO N√O ESPECIFICADO
08439187000136	INSTITUTO DE CULTURA E DESENVOLVIMENTO SOCIAL BRASIL DE	734023	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
08492129000257	CIAFRO - CENTRO DE INTEGRACAO DA CULTURA AFRO-BRASILEIR	748853	MINISTERIO DOS DIREITOS HUMANOS	MOTIVO N√O ESPECIFICADO
08505600000113	ASSOCIACAO AMIGOS DE TEODORO SAMPAIO	590962	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
08505600000113	ASSOCIACAO AMIGOS DE TEODORO SAMPAIO	594391	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECU«√O
08528823000104	COOPERATIVA DE CATADORES E RECICLADORES DE ALAGOINHAS C	750671	MINISTERIO DA SAUDE	MOTIVO N√O ESPECIFICADO
08538344000160	UNIAO DE NEGROS PELA IGUALDADE - BRASIL	716865	MINISTERIO DOS DIREITOS HUMANOS	MOTIVO N√O ESPECIFICADO
08538344000160	UNIAO DE NEGROS PELA IGUALDADE - BRASIL	720344	MINISTERIO DOS DIREITOS HUMANOS	MOTIVO N√O ESPECIFICADO
08538344000160	UNIAO DE NEGROS PELA IGUALDADE - BRASIL	720345	MINISTERIO DOS DIREITOS HUMANOS	MOTIVO N√O ESPECIFICADO
08571687000127	ASSOCIACAO DE AMIGOS DO INSTITUTO ESTADUAL DE ARTES CEN	748878	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
08580516000164	CENITUR - CENTRO DE INICIATIVA TURISTICA	629882	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECU«√O
08582885000196	COOPERATIVA DE PRODUCAO AGROPECUARIA, COMERCIALIZACAO E	594029	PRESIDENCIA DA REPUBLICA	INSTAURA«√O DE TCE
08611039000157	COOPERATIVA DE CATADORES E CATADORAS DE MATERIAIS RECIC	750798	MINISTERIO DA SAUDE	MOTIVO N√O ESPECIFICADO
08626395000144	ASSOCIACAO CREDITO DO BRASIL CDB	652368	PRESIDENCIA DA REPUBLICA	INSTAURA«√O DE TCE
08626395000144	ASSOCIACAO CREDITO DO BRASIL CDB	724139	PRESIDENCIA DA REPUBLICA	MOTIVO N√O ESPECIFICADO
08656579000157	ASSOCIACAO ORGANIZACAO NAO GOVERNAMENTAL NYMUENDAJU	738584	PRESIDENCIA DA REPUBLICA	MOTIVO N√O ESPECIFICADO
08656579000157	ASSOCIACAO ORGANIZACAO NAO GOVERNAMENTAL NYMUENDAJU	775289	PRESIDENCIA DA REPUBLICA	MOTIVO N√O ESPECIFICADO
08656579000157	ASSOCIACAO ORGANIZACAO NAO GOVERNAMENTAL NYMUENDAJU	777047	PRESIDENCIA DA REPUBLICA	MOTIVO N√O ESPECIFICADO
08662641000113	ASSOCIACAO DOS PRODUTORES DE LEITE DE OURO BRANCO - APR	732663	PRESIDENCIA DA REPUBLICA	MOTIVO N√O ESPECIFICADO
08665725000100	AGENCIA DE DESENVOLVIMENTO SUSTENTAVEL DO JALAPAO	732242	PRESIDENCIA DA REPUBLICA	MOTIVO N√O ESPECIFICADO
08665725000100	AGENCIA DE DESENVOLVIMENTO SUSTENTAVEL DO JALAPAO	737874	PRESIDENCIA DA REPUBLICA	MOTIVO N√O ESPECIFICADO
08667750000123	FUNDACAO JOSE AMERICO	484489	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECU«√O
08667750000123	FUNDACAO JOSE AMERICO	510273	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECU«√O
08667750000123	FUNDACAO JOSE AMERICO	511149	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECU«√O
08667750000123	FUNDACAO JOSE AMERICO	511150	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECU«√O
08667750000123	FUNDACAO JOSE AMERICO	511816	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECU«√O
08667750000123	FUNDACAO JOSE AMERICO	527001	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECU«√O
08667750000123	FUNDACAO JOSE AMERICO	527813	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECU«√O
08667750000123	FUNDACAO JOSE AMERICO	534712	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECU«√O
08667750000123	FUNDACAO JOSE AMERICO	579584	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
08667750000123	FUNDACAO JOSE AMERICO	579592	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
08667750000123	FUNDACAO JOSE AMERICO	579594	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECU«√O
08667750000123	FUNDACAO JOSE AMERICO	579597	MINISTERIO DA EDUCACAO	INSTAURA«√O DE TCE
08667750000123	FUNDACAO JOSE AMERICO	579598	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
08667750000123	FUNDACAO JOSE AMERICO	579600	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
08667750000123	FUNDACAO JOSE AMERICO	579603	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
08667750000123	FUNDACAO JOSE AMERICO	601199	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
08667750000123	FUNDACAO JOSE AMERICO	601490	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
08667750000123	FUNDACAO JOSE AMERICO	601516	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
08667750000123	FUNDACAO JOSE AMERICO	601523	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
08667750000123	FUNDACAO JOSE AMERICO	601528	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
08667750000123	FUNDACAO JOSE AMERICO	601530	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
08667750000123	FUNDACAO JOSE AMERICO	601537	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
08667750000123	FUNDACAO JOSE AMERICO	601615	MINISTERIO DA EDUCACAO	INSTAURA«√O DE TCE
08667750000123	FUNDACAO JOSE AMERICO	601644	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
